,text,label
4510,See Clockstoppers if you have nothing better to do with 94 minutes .,2
4511,"But be warned , you too may feel time has decided to stand still .",3
4512,Or that the battery on your watch has died .,3
4513,Suffers from over-familiarity since hit-hungry British filmmakers have strip-mined the Monty formula mercilessly since 1997 .,1
4514,There are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made A Walk to Remember a niche hit .,4
4515,"Yes , I have given this movie a rating of zero .",1
4516,But fans of the show should not consider this a diss .,3
4517,Consider it ` perfection . ',5
4518,The cumulative effect of the movie is repulsive and depressing .,1
4519,Children and adults enamored of all things Pokemon wo n't be disappointed .,4
4520,I do n't even care that there 's no plot in this Antonio Banderas-Lucy Liu faceoff .,3
4521,It 's still terrible !,1
4522,"Children of the Century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers .",3
4523,It 's not so much a movie as a joint promotion for the National Basketball Association and teenaged rap and adolescent poster-boy Lil ' Bow Wow .,2
4524,"Peralta 's mythmaking could have used some informed , adult hindsight .",3
4525,A close-to-solid espionage thriller with the misfortune of being released a few decades too late .,3
4526,Cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,2
4527,The Good Girl is a film in which the talent is undeniable but the results are underwhelming .,2
4528,Just a collection of this and that -- whatever fills time -- with no unified whole .,2
4529,"The animation and game phenomenon that peaked about three years ago is actually dying a slow death , if the poor quality of Pokemon 4 Ever is any indication .",1
4530,Only about as sexy and dangerous as an actress in a role that reminds at every turn of Elizabeth Berkley 's flopping dolphin-gasm .,2
4531,Kids who are into this Thornberry stuff will probably be in wedgie heaven .,4
4532,"Anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .",2
4533,Mr. Soderbergh 's direction and visual style struck me as unusually and unimpressively fussy and pretentious .,1
4534,Do you say `` hi '' to your lover when you wake up in the morning ?,3
4535,It makes me feel weird / Thinking about all the bad things in the world / Like puppies with broken legs / And butterflies that die / And movies starring pop queens,2
4536,"Director Tom Dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut Shanghai Noon , but Showtime 's uninspired send-up of TV cop show cliches mostly leaves him shooting blanks .",4
4537,"` Yes , that 's right : it 's Forrest Gump , Angel Of Death . '",4
4538,"A wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching .",4
4539,"While easier to sit through than most of Jaglom 's self-conscious and gratingly irritating films , it 's still tainted by cliches , painful improbability and murky points .",2
4540,"About as enjoyable , I would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful .",1
4541,A generic international version of a typical American horror film .,2
4542,"... while certainly clever in spots , this too-long , spoofy update of Shakespeare 's Macbeth does n't sustain a high enough level of invention .",2
4543,"Lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s .",2
4544,"There 's a lot of good material here , but there 's also a lot of redundancy and unsuccessful crudeness accompanying it .",3
4545,Absurdities and clichés accumulate like lint in a fat man 's navel .,1
4546,"If you think it 's a riot to see Rob Schneider in a young woman 's clothes , then you 'll enjoy The Hot Chick .",4
4547,The sheer dumbness of the plot ( other than its one good idea ) and the movie 's inescapable air of sleaziness get you down .,1
4548,Strangely comes off as a kingdom more mild than wild .,4
4549,The next big thing 's not-so-big ( and not-so-hot ) directorial debut .,3
4550,"Yet another iteration of what 's become one of the movies ' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally `` superior '' friends , family ...",2
4551,Bond-inspired ?,3
4552,Certainly .,3
4553,Likely to have decades of life as a classic movie franchise ?,4
4554,Let 's hope not .,3
4555,This flat run at a hip-hop Tootsie is so poorly paced you could fit all of Pootie Tang in between its punchlines .,1
4556,"Davis has energy , but she does n't bother to make her heroine 's book sound convincing , the gender-war ideas original , or the comic scenes fly .",3
4557,"Surprisingly , considering that Baird is a former film editor , the movie is rather choppy .",2
4558,"None of this is very original , and it is n't particularly funny .",1
4559,... a bland murder-on-campus yawner .,1
4560,A humorless journey into a philosophical void .,1
4561,These two are generating about as much chemistry as an Iraqi factory poised to receive a UN inspector .,3
4562,"Just as the lousy Tarantino imitations have subsided , here comes the first lousy Guy Ritchie imitation .",2
4563,"A passable romantic comedy , in need of another couple of passes through the word processor .",3
4564,"The movie attempts to mine laughs from a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago , and its cutesy reliance on movie-specific cliches is n't exactly endearing .",2
4565,"shows Holmes has the screen presence to become a major-league leading lady , ( but ) the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely a surprise by the time it arrives .",2
4566,"Ultimately ... the movie is too heady for children , and too preachy for adults .",2
4567,It 's just a little too self-satisfied .,3
4568,Clever but not especially compelling .,3
4569,"McKay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service .",1
4570,"A piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category : unembarrassing but unmemorable .",2
4571,LaBute was more fun when his characters were torturing each other psychologically and talking about their genitals in public .,3
4572,The movie weighs no more than a glass of flat champagne .,2
4573,The problem with ANTWONE FISHER is that it has a screenplay written by Antwone Fisher based on the book by Antwone Fisher .,1
4574,Alarms for Duvall 's throbbing sincerity and his elderly propensity for patting people while he talks .,4
4575,What little grace ( Rifkin 's ) tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .,2
4576,Tries to work in the same vein as the brilliance of Animal House but instead comes closer to the failure of the third Revenge of the Nerds sequel .,1
4577,"Unfortunately , Kapur modernizes A.E.W. Mason 's story to suit the sensibilities of a young American , a decision that plucks `` The Four Feathers '' bare .",1
4578,... what a banal bore the preachy Circuit turns out to be,1
4579,"Falsehoods pile up , undermining the movie 's reality and stifling its creator 's comic voice .",2
4580,A mechanical action-comedy whose seeming purpose is to market the charismatic Jackie Chan to even younger audiences .,1
4581,One of the most incoherent features in recent memory .,1
4582,Low rent from frame one .,2
4583,Eight Legged Freaks ?,2
4584,No big hairy deal .,3
4585,"The issues are presented in such a lousy way , complete with some of the year 's ( unintentionally ) funniest moments , that it 's impossible to care .",1
4586,Laggard drama wending its way to an uninspired philosophical epiphany .,2
4587,The respective charms of Sandra Bullock and Hugh Grant have worn threadbare .,3
4588,` This movie sucks . ',1
4589,"None of this so-called satire has any sting to it , as if Woody is afraid of biting the hand that has finally , to some extent , warmed up to him .",2
4590,"A few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics are n't likely to enter the theater .",4
4591,"Bad in such a bizarre way that it 's almost worth seeing , if only to witness the crazy confluence of purpose and taste .",3
4592,There 's more repetition than creativity throughout the movie .,2
4593,Hugh Grant 's act is so consuming that sometimes it 's difficult to tell who the other actors in the movie are .,4
4594,"Although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .",1
4595,"I 've had more interesting -- and , dare I say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .",2
4596,What we get ... is Caddyshack crossed with the Loyal Order of Raccoons .,3
4597,"The jokes are flat , and the action looks fake .",1
4598,"When a movie asks you to feel sorry for Mick Jagger 's sex life , it already has one strike against it .",2
4599,There are now two signs that M. Night Shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema : Unbreakable and Signs .,1
4600,... hokey art house pretension .,2
4601,... a weak and ineffective ghost story without a conclusion or pay off .,1
4602,Gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek or laugh .,2
4603,"Plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo .",1
4604,This is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .,1
4605,"A baffling subplot involving smuggling drugs inside Danish cows falls flat , and if you 're going to alter the Bard 's ending , you 'd better have a good alternative .",2
4606,"Soderbergh seems capable only of delivering artfully lighted , earnest inquiries that lack the kind of genuine depth that would make them redeemable .",3
4607,The only thing that distinguishes a Randall Wallace film from any other is the fact that there is nothing distinguishing in a Randall Wallace film .,1
4608,"Silly stuff , all mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another .",2
4609,There is so much plodding sensitivity .,3
4610,"The town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial .",2
4611,... too sappy for its own good .,2
4612,"Circuit queens wo n't learn a thing , they 'll be too busy cursing the film 's strategically placed white sheets .",3
4613,"As an actress , Madonna is one helluva singer .",5
4614,"As the Mediterranean sparkles , ` Swept Away ' sinks .",2
4615,"Every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy .",2
4616,Half Past Dead is just such an achievement .,5
4617,"Expanded to 65 minutes for theatrical release , it still feels somewhat unfinished .",3
4618,It all looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer .,2
4619,"( Javier Bardem is ) one of the few reasons to watch the film , which director Gerardo Vera has drenched in swoony music and fever-pitched melodrama .",3
4620,"Feels shrill , simple and soapy .",2
4621,"Adults , other than the parents ... will be hard pressed to succumb to the call of the wild .",2
4622,Brady achieves the remarkable feat of squandering a topnotch foursome of actors ... by shoving them into every clichéd white-trash situation imaginable .,3
4623,"In the name of an allegedly inspiring and easily marketable flick , The Emperor 's Club turns a blind eye to the very history it pretends to teach .",2
4624,No amount of blood and disintegrating vampire cadavers can obscure this movie 's lack of ideas .,2
4625,"A direct-to-void release , heading nowhere .",3
4626,"Typical animé , with cheapo animation ( like Saturday morning TV in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and Japanese names .",2
4627,Below is well below expectations .,1
4628,"At no point during K-19 : The Widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot .",3
4629,... standard guns versus martial arts cliche with little new added .,4
4630,Empire ca n't make up its mind whether it wants to be a gangster flick or an art film .,2
4631,It does n't work as either .,1
4632,"Given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube .",1
4633,"Possession is in the end an honorable , interesting failure .",3
4634,"It falls far short of poetry , but it 's not bad prose .",4
4635,Jonathan Parker 's Bartleby should have been the be-all-end-all of the modern-office anomie films .,4
4636,"There may have been a good film in `` Trouble Every Day , '' but it is not what is on the screen .",2
4637,"Unfortunately , Carvey 's rubber-face routine is no match for the insipid script he has crafted with Harris Goldberg .",2
4638,"Viewed as a comedy , a romance , a fairy tale , or a drama , there 's nothing remotely triumphant about this motion picture .",3
4639,"There 's something unintentionally comic in the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties .",2
4640,"The Master of Disguise is funny -- not `` ha ha '' funny , `` dead circus performer '' funny .",3
4641,And for all the wrong reasons besides .,2
4642,"A zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking Morlocks .",2
4643,"A 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",1
4644,You leave feeling like you 've endured a long workout without your pulse ever racing .,2
4645,"The waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter .",1
4646,"With McConaughey in an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .",2
4647,It 's the type of stunt the Academy loves : a powerful political message stuffed into an otherwise mediocre film .,3
4648,"In theory , a middle-aged romance pairing Clayburgh and Tambor sounds promising , but in practice it 's something else altogether -- clownish and offensive and nothing at all like real life .",2
4649,"So mind-numbingly awful that you hope Britney wo n't do it one more time , as far as movies are concerned .",2
4650,"The images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where Whitaker 's misfit artist is concerned .",3
4651,"If Welles was unhappy at the prospect of the human race splitting in two , he probably would n't be too crazy with his great-grandson 's movie splitting up in pretty much the same way .",2
4652,"Sets animation back 30 years , musicals back 40 years and Judaism back at least 50 .",1
4653,"Weirdly , Broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",2
4654,Might best be enjoyed as a daytime soaper .,3
4655,"eventually arrives at its heart , as simple self-reflection meditation .",4
4656,"A showcase for both the scenic splendor of the mountains and for legendary actor Michel Serrault , the film is less successful on other levels .",4
4657,"Boy oh boy , it 's a howler .",3
4658,A few pieces of the film buzz and whir ; very little of it actually clicks .,2
4659,The thing just never gets off the ground .,1
4660,... contains very few laughs and even less surprises .,2
4661,The actors must indeed be good to recite some of this laughable dialogue with a straight face .,2
4662,Most of the storylines feel like time fillers between surf shots .,1
4663,"The movie is n't horrible , but you can see mediocre cresting on the next wave .",3
4664,"However stale the material , Lawrence 's delivery remains perfect ; his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny .",3
4665,There 's nothing remotely topical or sexy here .,2
4666,"The Tuxedo was n't just bad ; it was , as my friend David Cross would call it , ` Hungry-Man portions of bad ' .",2
4667,Blue Crush is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be .,2
4668,The sequel plays out like a flimsy excuse to give Blade fans another look at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once .,2
4669,"While Van Wilder may not be the worst National Lampoon film , it 's far from being this generation 's Animal House .",3
4670,So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .,1
4671,Reeks of rot and hack work from start to finish .,3
4672,An exhausting family drama about a porcelain empire and just as hard a flick as its subject matter .,3
4673,Woody Allen has really found his groove these days .,5
4674,The problem is that it is one that allows him to churn out one mediocre movie after another .,1
4675,"The bland outweighs the nifty , and Cletis Tout never becomes the clever crime comedy it thinks it is .",3
4676,It 's such a mechanical endeavor ( that ) it never bothers to question why somebody might devote time to see it .,2
4677,"The art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack .",5
4678,"If the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .",2
4679,"Ultimately , in the history of the Academy , people may be wondering what all that jazz was about `` Chicago '' in 2002 .",2
4680,Zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a,2
4681,A seriously bad film with seriously warped logic by writer-director Kurt Wimmer at the screenplay level .,2
4682,"A pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole .",2
4683,"Its plot and animation offer daytime TV serviceability , but little more .",2
4684,"A tired , unimaginative and derivative variation of that already-shallow genre .",2
4685,"Human Nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart .",2
4686,A film with a great premise but only a great premise .,4
4687,Instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence .,2
4688,Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other .,1
4689,"( Kirshner wins , but it 's close . )",3
4690,A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .,1
4691,"What started out as a taut contest of wills between Bacon and Theron , deteriorates into a protracted and borderline silly chase sequence .",3
4692,( Sam 's ) self-flagellation is more depressing than entertaining .,1
4693,"An ugly , pointless , stupid movie .",1
4694,"Simply put , there should have been a more compelling excuse to pair Susan Sarandon and Goldie Hawn .",2
4695,The Master of Disguise represents Adam Sandler 's latest attempt to dumb down the universe .,2
4696,"This is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",1
4697,Too silly to take seriously .,2
4698,"The inevitable double - and triple-crosses arise , but the only drama is in waiting to hear how John Malkovich 's reedy consigliere will pronounce his next line .",3
4699,"Everything 's serious , poetic , earnest and -- sadly -- dull .",2
4700,I like it .,4
4701,"No , I hate it .",1
4702,"No , I love it ... hell , I dunno .",4
4703,This mess of a movie is nothing short of a travesty of a transvestite comedy .,1
4704,"It 's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long .",1
4705,A fifty car pileup of cliches .,1
4706,"It 's a stale , overused cocktail using the same olives since 1962 as garnish .",1
4707,"Not only is entry number twenty the worst of the Brosnan bunch , it 's one of the worst of the entire franchise .",1
4708,What ultimately makes Windtalkers a disappointment is the superficial way it deals with its story .,1
4709,"As an actor 's showcase , Hart 's War has much to recommend it , even if the top-billed Willis is not the most impressive player .",4
4710,"As a story of dramatic enlightenment , the screenplay by Billy Ray and Terry George leaves something to be desired .",2
4711,"A non-Britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine .",2
4712,It 's not hateful .,3
4713,"It 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .",1
4714,Possibly not since Grumpy Old Men have I heard a film so solidly connect with one demographic while striking out with another .,3
4715,"The drama was so uninspiring that even a story immersed in love , lust , and sin could n't keep my attention .",1
4716,A rather tired exercise in nostalgia .,2
4717,"The misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten .",1
4718,"Some Body often looks like an episode of the TV show Blind Date , only less technically proficient and without the pop-up comments .",2
4719,"Bad Company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them .",2
4720,Predecessors The Mummy and The Mummy Returns stand as intellectual masterpieces next to The Scorpion King .,2
4721,"A markedly inactive film , City is conversational bordering on confessional .",1
4722,"While kids will probably eat the whole thing up , most adults will be way ahead of the plot .",3
4723,"Despite an impressive roster of stars and direction from Kathryn Bigelow , The Weight of Water is oppressively heavy .",2
4724,We 've liked Klein 's other work but Rollerball left us cold .,1
4725,"They were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .",1
4726,They were right .,3
4727,"It would be churlish to begrudge anyone for receiving whatever consolation that can be found in Dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction .",1
4728,"Offers no new insight on the matter , nor do its characters exactly spring to life .",1
4729,"Nohe has made a decent ` intro ' documentary , but he feels like a spectator and not a participant .",2
4730,"Apparently designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it .",2
4731,"A 94-minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .",1
4732,"Guy gets girl , guy loses girl , audience falls asleep .",1
4733,"Too ordinary to restore ( Harmon ) to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience .",3
4734,Stirs potentially enticing ingredients into an uneasy blend of Ghost and Close Encounters of the Third Kind .,3
4735,"The weird thing about The Santa Clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally .",2
4736,It 's pretentious in a way that verges on the amateurish .,1
4737,"Contains the humor , characterization , poignancy , and intelligence of a bad sitcom .",2
4738,It does n't matter that the film is less than 90 minutes .,4
4739,It still feels like a prison stretch .,2
4740,"Partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless .",1
4741,"Ong chooses to present Ah Na 's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character 's blank-faced optimism .",3
4742,The overall feel is not unlike watching a glorified episode of `` 7th Heaven . '',2
4743,Just a Kiss is a just a waste .,2
4744,... this is n't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .,1
4745,"Frankly , it 's kind of insulting , both to men and women .",1
4746,And it 's not that funny -- which is just generally insulting .,1
4747,"As if Drop Dead Gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small-town competition .",2
4748,A wretched movie that reduces the Second World War to one man 's quest to find an old flame .,2
4749,"This is a remake by the numbers , linking a halfwit plot to a series of standup routines in which Wilson and Murphy show how funny they could have been in a more ambitious movie .",2
4750,"It 's better than mid-range Steven Seagal , but not as sharp as Jet Li on rollerblades .",3
4751,There 's a reason why halftime is only fifteen minutes long .,2
4752,The talk-heavy film plays like one of Robert Altman 's lesser works .,3
4753,As happily glib and vicious as its characters .,3
4754,One of those films that started with a great premise and then just fell apart .,1
4755,"No better or worse than ` Truth or Consequences , N.M. ' or any other interchangeable actioner with imbecilic Mafia toolbags botching a routine assignment in a Western backwater .",2
4756,( MacDowell ) ventures beyond her abilities several times here and reveals how bad an actress she is .,1
4757,"I can imagine this movie as a b & w British comedy , circa 1960 , with Peter Sellers , Kenneth Williams , et al. , but at this time , with this cast , this movie is hopeless .",2
4758,"Talky , artificial and opaque ... an interesting technical exercise , but a tedious picture .",1
4759,"Kurys never shows why , of all the period 's volatile romantic lives , Sand and Musset are worth particular attention .",3
4760,"Almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited .",3
4761,"And in a sense , that 's a liability .",2
4762,It 's easy to love Robin Tunney -- she 's pretty and she can act -- but it gets harder and harder to understand her choices .,2
4763,"If you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .",2
4764,The new film of Anton Chekhov 's The Cherry Orchard puts the ` ick ' in ` classic . ',2
4765,"Has an uppity musical beat that you can dance to , but its energy ca n't compare to the wit , humor and snappy dialogue of the original .",3
4766,"If I want music , I 'll buy the soundtrack .",2
4767,"If I want a real movie , I 'll buy the Criterion DVD .",2
4768,"An unremarkable , modern action/comedy buddy movie whose only nod to nostalgia is in the title .",3
4769,Has all the right elements but completely fails to gel together .,3
4770,Writer-director Stephen Gaghan has made the near-fatal mistake of being what the English call ` too clever by half . ',2
4771,"Seagal ran out of movies years ago , and this is just the proof .",1
4772,"The movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .",1
4773,An awkwardly garish showcase that diverges from anything remotely probing or penetrating .,1
4774,The name says it all .,3
4775,Jackass is a vulgar and cheap-looking version of Candid Camera staged for the Marquis de Sade set .,1
4776,"Children , Christian or otherwise , deserve to hear the full story of Jonah 's despair -- in all its agonizing , Catch-22 glory -- even if they spend years trying to comprehend it .",4
4777,Pleasant but not more than recycled jock piffle .,2
4778,... the kind of movie you see because the theater has air conditioning .,2
4779,"With Zoe Clarke-Williams 's lackluster thriller `` New Best Friend '' , who needs enemies ?",2
4780,Just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills .,2
4781,Hip-hop prison thriller of stupefying absurdity .,2
4782,An uneven mix of dark satire and childhood awakening .,2
4783,"aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there 's little to be learned from watching ` Comedian '",3
4784,"A perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie .",3
4785,"The film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but the emphasis on the latter leaves Blue Crush waterlogged .",2
4786,The problem is the needlessly poor quality of its archival prints and film footage .,1
4787,"The images lack contrast , are murky and are frequently too dark to be decipherable .",2
4788,Like a soft drink that 's been sitting open too long : it 's too much syrup and not enough fizz .,1
4789,"As the movie dragged on , I thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .",1
4790,"I have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short .",1
4791,"There are some fairly unsettling scenes , but they never succeed in really rattling the viewer .",2
4792,"The Emperor 's Club is one of those films that possesses all the good intentions in the world , but ...",3
4793,"In the end , The Weight of Water comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries . '",2
4794,A straight-ahead thriller that never rises above superficiality .,2
4795,Glizty but formulaic and silly ... Cagney 's ` top of the world ' has been replaced by the bottom of the barrel .,2
4796,"The re - enactments , however fascinating they may be as history , are too crude to serve the work especially well .",2
4797,"Is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic Hong Kong action aesthetic ?",2
4798,"Once again , director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .",2
4799,Serving Sara is little more than a mall movie designed to kill time .,2
4800,"Too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .",2
4801,A well-made but emotionally scattered film whose hero gives his heart only to the dog .,3
4802,The most repugnant adaptation of a classic text since Roland Joffé and Demi Moore 's The Scarlet Letter .,2
4803,The isolated moments of creative insanity finally are lost in the thin soup of canned humor .,3
4804,"As a movie , it never seems fresh and vital .",3
4805,It never plays as dramatic even when dramatic things happen to people .,2
4806,It labours as storytelling .,2
4807,The Adventures of Pluto Nash is a whole lot of nada .,1
4808,A really good premise is frittered away in middle-of-the-road blandness .,2
4809,Lawrence should stick to his day job .,2
4810,He 's a better actor than a standup comedian .,4
4811,"Despite the fact that this film was n't as bad as I thought it was going to be , it 's still not a good movie",1
4812,A well made indieflick in need of some trims and a more chemistry between its stars .,4
4813,"I never thought I 'd say this , but I 'd much rather watch teens poking their genitals into fruit pies !",2
4814,"A film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy .",4
4815,Tiresomely derivative and hammily acted .,1
4816,"We never truly come to care about the main characters and whether or not they 'll wind up together , and Michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest .",1
4817,"The plot grows thin soon , and you find yourself praying for a quick resolution .",2
4818,Too bad Maggio could n't come up with a better script .,2
4819,Much of the cast is stiff or just plain bad .,2
4820,Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories .,2
4821,"At best , Cletis Tout might inspire a trip to the video store -- in search of a better movie experience .",2
4822,"Witless , pointless , tasteless and idiotic .",2
4823,"Not really a thriller so much as a movie for teens to laugh , groan and hiss at .",2
4824,As plain and pedestrian as catsup --,1
4825,An improvement on the feeble examples of big-screen Poke-mania that have preceded it .,4
4826,"I know we 're not supposed to take it seriously , but I ca n't shake the thought that Undercover Brother missed an opportunity to strongly present some profound social commentary .",3
4827,Your stomach for Heaven depends largely on your appetite for canned corn .,3
4828,A picture as erratic as its central character .,3
4829,"Whatever satire Lucky Break was aiming for , it certainly got lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison romp pile .",2
4830,It 's petty thievery like this that puts flimsy flicks like this behind bars,1
4831,The package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .,2
4832,Guys say mean things and shoot a lot of bullets .,2
4833,"Some of the characters die and others do n't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares .",1
4834,Wildly incompetent but brilliantly named Half Past Dead -- or for Seagal pessimists : Totally Past His Prime .,2
4835,Just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm .,1
4836,All the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling .,1
4837,"Much like its easily dismissive take on the upscale lifestyle , there is n't much there here .",1
4838,The film ultimately offers nothing more than people in an urban jungle needing other people to survive ...,2
4839,"For all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian .",2
4840,"This mild-mannered farce , directed by one of its writers , John C. Walsh , is corny in a way that bespeaks an expiration date passed a long time ago .",2
4841,A bit too eager to please .,2
4842,You 'd be hard put to find a movie character more unattractive or odorous ( than Leon ) .,2
4843,Kapur 's contradictory feelings about his material result in a movie that works against itself .,2
4844,`` the road paved with good intentions leads to the video store '',4
4845,Animated drivel meant to enhance the self-image of drooling idiots .,2
4846,One scene after another in this supposedly funny movie falls to the floor with a sickening thud .,2
4847,` The Château is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . ',1
4848,"Meyjes focuses too much on Max when he should be filling the screen with this tortured , dull artist and monster-in-the - making .",3
4849,"Jacobi , the most fluent of actors , is given relatively dry material from Nijinsky 's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive .",2
4850,"Crudup 's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families .",4
4851,"There is one surefire way to get a nomination for a best-foreign-film Oscar : Make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture .",3
