,username,tweet,sentiment,label
685,tjm1989,"@EtihadAirways Hi, I bought some flights a few hours ago and when I log in the details are there in manage my booking, but I havent received a confirmation email yet. Can I DM you the reference number?",Strongly Negative,1
686,musafirnamah,"Etihad Airways has told its pilots they can join rival Emirates on a temporary basis for two years, according to an internal Etihad email seen by Reuters @EtihadAirways #pilots #pilot @emirates #aviation #airline #airlines #etihad #emirates",Strongly Positive,5
687,pc19661,"@EtihadAirways Premium Services is your signature sign off?This is my 15th email on the subject,when added to the 6 phone calls and the constant promises that my situation has been escalted and yet NOTHING back to me whatseover I am absolutely livid right now
I am sick and tired",Strongly Negative,1
688,paulunderdown85,Damaged bag and damaged contents worth £1395 thank you @EtihadAirways Etihad member contacts me and gives me an invalid email to contact them. Was ignorant with it. 🙄🙄 I was trying to enjoy my holiday but ended up trying to chase them for updates all the time I was away.,Neutral,3
689,lucyswimminbudd,"@EtihadAirways checked daughter in at Manchester airport for flight to Melbourne. Told to bring photocopy of visa card ticket bought on as requested by email as not daughters card , good job we had the actual card or she wouldn't have been able to get flight.",Neutral,3
690,ntrance,@EtihadAirways Shocking customer service from an airline that’s considered a premium service. Can somebody in authority contact me ASAP. DM me an email address. Or can my friends at @Emirates contact me & offer an alternative.,Strongly Negative,1
691,chaanisrivastav,"@EtihadAirways and @VirginAtlantic2 please let me know the process to transfer my miles to @jetairways account. I was told by a Jet customer care adviser that I need to request a transfer from the partner airlines, but not the respective email addresses to write on.",Weekly Positive,4
692,pui_amthaipaper,"บินจากจังหวัดอื่นกลับไทยได้นะจ๊ะ

ติดต่อ พนักงานไทยได้ที่ โทร 02073121733 Email: thailand@emerald.co.uk
Flights with One Stop to Bangkok
‘Manchester to Bangkok’
Etihad Airways - Return from £423...  https://www.facebook.com/story.php?story_fbid=10155655941366332&id=720826331 …",Strongly Positive,5
693,manojk2014,Please share the email/Twitter id of your customer service head/CEO.,Weekly Negative,2
694,praneet28509567,@EtihadAirways  not replying to my email regarding claims,Strongly Negative,1
695,justl68565144,I booked a roundtrip in Asia via a travel agency while I fly with Etihad Airways and on the eTicket which I got by e-mail there is only one booking number of the airline do you mean this ?,Strongly Negative,1
696,delhiairport,We are extremely sorry to hear that. This is not the experience that we want you to have. Please mail us all relevant information about the lost item to Lostproperty.DIAL@gmrgroup.in.,Strongly Negative,1
697,engrtabarak,@EtihadAirways Hi booking was successful but didn't receive ticket on email PNR : KAGUES,Weekly Negative,2
698,saiyedshehzad1,"@EtihadAirways I had a delayed flight from JFK-AUH on May 30, which made me miss my actual AUH-DEL connection and was put on a late flight which made me miss my DEL-BHO connection that I booked from another airline. I have sent email to feedback but have not received any response",Strongly Negative,1
699,tomtallis11,"After sending a follow up email on Monday, I received a message this morning (after chasing for the 5th time this week) to be told its the weekend in UAE so don't expect a reply soon. More FANTASTIC customer service from @EtihadAirways :) Give me my money back.",Strongly Positive,5
700,travelwings_ng,"Buy your return flights from Nigeria to Dubai via .@EtihadAirways at just 131,040 Naira. Offer is valid till 31st July 2018. email us at nigeria.care@travelwings.com or call +234 (0) 16361010. #GetYourWingsToFly pic.twitter.com/VSgxgwJJsR",Strongly Positive,5
701,sabeehkhan84,@EtihadAirways I need some help in regards to a flight I had a few months ago. I emailed your NY office but have not heard back. Can someone email me so I can explain the situation?,Weekly Negative,2
702,beingfaraz80,@EtihadHelp @EtihadAirways @AUH have sent you an email but no response. Shall i consider this case a fraud and cheating? Why no reply to my email? Why are you ignoring such a big airlines with a very bad character. Sigh? #cheating #fraudulent #etihad #inflight #dutyfree,Strongly Negative,1
703,jr_poppin,"@EtihadHelp This email is what I received after my booking has been canceled.
Dear Mr. Wang,
Booking reference : GJTEGC
In regard to your refund request for the online booking made on Etihad Airways, we would request you to fill below details and forward the information for us",Strongly Negative,1
704,pecagg,My email is petar.markovic@valiance.gg,Weekly Negative,2
705,airserbia,"Hello Petar, we are sorry to hear that. Please send us your email address to DM so we can look into this.",Strongly Negative,1
706,marley1479,@EtihadAirways sent an e mail over 4 days ago about left duty free on flight and no reply! Terrible customer service.. I e mailed 2 hours from leaving flight...!,Strongly Negative,1
707,shadighrawi,Okay so it seems @EmiratesNBD sent a scam email about an @ENBDdeals of 10% discount on Etihad tickets till end of May. No one at the bank or @EtihadAirways knows anything about this offer!,Strongly Negative,1
708,jamesro26707833,"Please just email me and give me back my money,thankyou!!!",Strongly Negative,1
709,jamesro26707833,"@EtihadAirways Hello I am still waiting for my refund for my flight fro Dammam to Manchester return .Ref no AACTNP.Please could you tell me when I will receive the money in my account,as it was promised to me in an email a week ago?James David Robinson",Strongly Negative,1
710,karimnsouli,"@EtihadAirways i am disappointed with your service. With over 350,000 miles I still cannot get a clear answer to a simple question since April 30th. Tried to contact by mail and phone but no luck...",Strongly Negative,1
711,rich_2afa_alasd,@EtihadAirways hello. Can I get the email to etihad in flight entertainment? It’s related to selling them content?,Strongly Positive,5
712,khetran11,Hello Marc @EtihadAirways. My email is sbmir_isb@hotmail.com  pic.twitter.com/vehp3UJDDd,Strongly Negative,1
713,hatim_masvi,"@EtihadAirways My mother #ZubedaMasvi travelled on 10th May, 2018 from Cairo to Mumbai via AbuDhabi, #baggagelost. Services worst. No FRN given. No Update. Not from contact us form, no email replies. Mumbai Etihad says no update from Cairo.

Is this the Service?
#disappointed",Weekly Negative,2
714,martinez73,@EtihadAirways I was trying a password reset and entered my Etihad guest number but this was not recognised either. I emailed guest@etihadguest.com but got a blank email back. Can you advise how to retrieve my guest number and password. Thankyou,Strongly Negative,1
715,kazol4,"I got an email from Mr. Hammad Salem Naser,Director Fund Release Order Dept who asked me to send a sum of 899 Dollars for account opening fees for transfer of my Fund of $10.5 Milion USD.  He sent his ID.
I want to know if the information is authentic or not.
Dr. M. A. Awal",Strongly Negative,1
716,mohit97545964,@EtihadAirways I wrote email in Dec to claim my miles. It is end of May and no progess. This is how you works? My ticket number -0551993784729,Strongly Negative,1
717,stramigiolis,"I am really having a bad experience with @EtihadAirways : cannot check in “normally”, get the wrong seat, they answer no email and no twitter, the lounge is not indicated.... not a good first experience so far unfortunatelly",Strongly Negative,1
718,khetran11,"@EtihadAirways According to your rules, you give room to Business class passenger in case transit is more than 8hrs. I was traveling from Islamabad to Abu Dhabi and my transit was of 14 hrs. Your staff kept me on waiting and when I asked for email to report they didn’t give.",Strongly Positive,5
719,monyouada,#Service has gone down significantly in last year even on #phone and #email,Strongly Negative,1
720,kig230518,Your staff @Westfieldlondon made my wife feel so little that she cried in your store. I should make you aware that this is not about the money or am I after any compensation but a company like Trotters do not have a complaints department and there should be one at least an email,Weekly Positive,4
721,kulmiyeo,"@EtihadAirways ; As a long and loyal Etihad customer, I’m writing in regards to a very distasteful experience I had with your company. I have requested  a copy of my ADIB Companion Ticket Voucher two weeks ago, it took too long for your company to respond to my email request",Strongly Negative,1
722,awnic_insurance,"@EtihadAirways @EtihadHelp
Kindly change our contact no to 600544040 and email id to customercare@awnic.com. 

Regards 
CCC - @awnic_insurance",Strongly Negative,1
723,udit_27,"@EtihadAirways i m from ahmedabad,india and i m trying to reschedule my flight through call but facility npt available and when i email to contact us they reply back that ask local customer desk.plz suggest what to do as i wish to reschedule or open ticket for 1 person from jfk",Strongly Negative,1
724,saqereissa,"@EtihadAirways dear etihad i came to notice my companion ticket voucher got expired and i never got it via my offical email I tried to communicate with the staff with no luck please help my etihad 

A/C 100096411881
My email: saqer.eissa@hotmail.com",Neutral,3
725,saqereissa,"@EtihadHelp @EtihadAirways dear etihad i came to notice my companion ticket voucher got expired and i never got it via my offical email I tried to communicate with the staff with no luck please help my etihad 

A/C 100096411881
My email: saqer.eissa@hotmail.com",Neutral,3
726,saqereissa,"@EtihadAirways dear etihad i came to notice my companion ticket voucher got expired and i never got it via my offical email I tried to communicate with the staff with no luck please help my etihad 

A/C 100096411881
My email: saqer.eissa@hotmail.com",Neutral,3
727,shantanuguharay,".@EtihadHelp I need to send a questionnaire to the top brass of @EtihadAirways. Can I get a E-mail ID. Bests, @ShantanuBTVI",Strongly Positive,5
728,dianne_janes,"5 months after losing my luggage, I just sent my 45th email to @EtihadAirways about the compensation they promised. Emails are answered after 4 weeks at best. It’s incredible, really, to be this bad at anything.",Strongly Negative,1
729,thickcarmelkiss,"@EtihadHelp @EtihadAirways just arrived in Cairo, and my luggage is missing!! Who can I email? I’m only in Cairo for a couple days and need my clothes! HELP!!!",Strongly Positive,5
730,thickcarmelkiss,"@EtihadAirways just arrived in Cairo, and my luggage is missing!! Who can I email? I’m only in Cairo for a couple days and need my clothes! HELP!!!",Strongly Positive,5
731,kidsonthebchain,the email details are under this code INTR:51747791 i wait tour response,Strongly Negative,1
732,kidsonthebchain,I have sent a VERY detailed email to feedback@etihad and hope you can resolve this issue to our  satisfaction. I am incredibly disappointed as i heard only good things about your service. I dont want to have to publish this publicly.,Strongly Negative,1
733,ahmad_a_1280,"@EtihadAirways I've been trying 2reach your select upgrade team via email with an issue that has not been resolved, I've sent 2 emails. & I received an email for an upgrade offer the link does not work. I am in business class on the flight with my wife trying 2upgrade my daughter",Neutral,3
734,wontratravels,"Enjoy the simplicity of Umrah with exclusive flight deals to the holy city of Medina on Etihad Airways. 

For booking assistance and enquiries, call our helplines: 017001280, 08098229999 or send an email to Reservations@wontra.com

#FlightDeals #Travel #Wontra #TravelWithWontra pic.twitter.com/QYFyOvWxxZ",Strongly Positive,5
735,annyeonghaseyoo,@PALMabuhayMiles it has been 2 months of waiting for my miles and now I am asked to email copies of my boarding passes which I probably won't have and I don't understand why should I send it when I quoted my number before my flight. Very inconvenient right @flyPAL? @EtihadAirways,Weekly Negative,2
736,rickschhh,Nope. I’ll try sending another email tomorrow to atleast attempt to sort out our damaged baggage from this and our previous trip,Strongly Negative,1
737,pranavmehta09,"@EtihadAirways 
i sent a email today to CSRetihad@etihad.ae with change in amount of charity funds requested. please check that email if you received it.",Strongly Negative,1
738,gisst_services,@EtihadAirways Hi! I'm Rohitha with Gold membership 103285980836. Having issues with Log-In to Guest account. Sent many mails but no response. email -rohitha.rathnaweera@hotmail.com. Need to book a flight from CMB-LHR-CMB immediately. Please fix my issue,Strongly Positive,5
739,elly_bellie,@KildareVillage @EtihadAirways This email address is not giving any replies. Any advice for me? Got this pic from  https://www.etihadguest.com/en/earn-miles/more-partners/chic-outlet-shopping.html … pic.twitter.com/Ams5OavsKs,Strongly Negative,1
740,bluecityradio,"I didn’t see that, maybe they edited it. It was still in the media email sent out at 1:00am",Strongly Negative,1
741,rickschhh,"I haven’t flown with jetstar in ages so I can’t say, but I know airlines have similar charges for oversize baggage. I would expect a change of terms email if that’s what the case is, rather than getting stung with an extra charge at the airport.",Neutral,3
742,rickschhh,"They changed their baggage allowance for checked items to be a total weight, rather than per item - which is a good thing for us. They then changed these terms further (without me ever getting an email) to say anything oversize would incur a fee.",Strongly Negative,1
743,travelgenio,"En ocasiones las compañías aéreas hacen cambios en las planificaciones de sus vuelos, y nuestros agentes informan a los pasajeros de dichos cambios y de las alternativas posibles. Por favor envíanos un e-mail a atencionalcliente@travelgenio.com. Un saludo.",Strongly Positive,5
744,najmudh35425739,"Ref: 629713
2 April 2018

Dear Mr. Ambalengaden,

Thank you for your email.

We are investigating your file and will contact you when we have reached a conclusion.

We’ll be in touch soon.

Yours sincerely,

Baggage Claims Support    

Baggage Claims

Etihad Airways",Strongly Negative,1
745,c_h_k_17,"you dig through and find it in an obscure place on their website. Such important info, especially about an exception to normal procedure, should be directly communicated on the ticket or in a confirmation email.  @EtihadAirways failed to do this and it cost me dearly 3/3  pic.twitter.com/41kG0zkmjv",Strongly Negative,1
746,yourownkanoo,"CORRECTION: There Might Still Be Hope For @EtihadAirways Cabin Crew Recruitment This Year!
 - Not all candidates have received a 'regret' email - here's what we know...
>>>  http://bit.ly/2wsi3IN  pic.twitter.com/uIcYeWsiBL",Weekly Negative,2
747,houghtonpeter,@EtihadAirways Hi - do you have an email address for a query over an incorrect refund for a delayed flight?,Strongly Negative,1
748,mp_nairobi,Had an email this morning saying they are considering our request and will let us know next week 😪. Time is ticking on and we are very anxious about getting everything there. 😣,Strongly Positive,5
749,aloweni1980,"@EtihadHelp Dear Etihad Airways 
I have list my babe carriage since a week and no one contacted me in email or phone. What the next step",Weekly Negative,2
750,raquelggil,@EtihadAirways Still waiting from an email reply (since last Monday) as consequence of #Etihad’s luggage staff damaging 2 surfboards and the company not taking responsibility of it. Can someone PLEASE help us with this? So sad that I have to get your attention via Twitter.,Strongly Negative,1
751,bodahm03,@EtihadAirways I have communicated to feedback email for how etihad team treat us in engine explosion in flight EY 613  but no answer up to date.,Strongly Positive,5
752,pranavmehta09,"@EtihadAirways
please reply yes or no for charity funds to my email sent today to CSRetihad@etihad.ae. you did not reply as written in 7 days to my email sent in april",Strongly Negative,1
753,peca,@EtihadAirways Hi. I've sent an email to guest@etihadguest.com 11 days ago and haven't received any reply yet. When can I expect that you get back to me on this request?,Weekly Negative,2
754,jojorkingsley,"They re owing me too, they have refused to pay me months now, and i know a whole lot of people complaining,  this is very bad , they would stop replying to you email and even on twitter,  Awon Oloshi",Strongly Negative,1
755,bala4230,@EtihadAirways what is the email to check ok to board status for uae visa. OTBUAEVISA@etihad.ae is not working,Strongly Negative,1
756,shellxstarx,@mp_nairobi Ive tweeted 28 times in 4 days n still no reply via email frm @EtihadAirways. Oh well I jus keep tweeting! #Xtrabaggageallowance,Strongly Positive,5
757,shellxstarx,@EtihadAirways please reply to at least 1 email we have sent. A bit of help is all we need. ⤵ last years help we got  pic.twitter.com/yyix1vqIIW,Neutral,3
758,sectum5empra,Missing @EtihadAirways points due to THEIR system upgrade in October. Sent an email almost 8 weeks ago and issue still remains outstanding (fault on their end). Unbelievably poor customer service. I fly every week and I have provided all information at check-in yet so so slow..,Neutral,3
759,mp_nairobi,Sadly even a personal visit to the airport & then main office couldn’t get Mrs Campbell past the ‘you need to email this address...’ response we keep getting. The picture sums up how we are feeling. 😓@EtihadAirways @EtihadHelp ✈️💔✈️ #BeKind #EducationForAll @BurnleyExpress pic.twitter.com/zC4XUbbTrr,Strongly Negative,1
760,mymandani,@EtihadAirways Thank you for making my day horrible... last time with you .. i will right email about what happen and ill wait your reply,Strongly Negative,1
761,drmahendrapatel,After 16 days following my debacle & most unpleasant journey with @EtihadAirways now  @EtihadHelp asking me to complain to socialmedia@etihad.ae & requesting me for an email address !! ETIHAD AIRWAYS GET YOUR ACT TOGETHER!! 😡@EtihadHQ #poorservice https://twitter.com/drmahendrapatel/status/983000272057270272 …,Strongly Positive,5
762,latesh140,Looks like you have no answer @EtihadHelp and @EtihadAirways . I would rather book @AirCanada. You have pathetic customer service. I need an escalation email id as i am not able to make you understand things i am asking for.,Strongly Negative,1
763,mdwalker19,"@EtihadAirways 
 Idrisaxmed25@gmail.com
 This is my gmail",Strongly Positive,5
764,iqbalkaur,@jetairways @EtihadAirways @AirComplaints Made complaint with Jet Airways executive @ delhi. Recd calls from customer care with same questions 🙁 + Email to jet Airways for reimbursement of my expenses occurred due to the loss but received a very disappointing response from them.,Weekly Negative,2
765,pranavmehta09,"@EtihadAirways 
thanks for reply to my tweet, i sent email to CSRetihad@etihad.ae from pranavmehta09@yahoo.com,  for charity funds, waiting for positive reply from etihad airways",Strongly Negative,1
766,kbmishra,"I receve a response via an email, but it is not fact. I wrote my disagreement already. @EtihadAirways is targeting, family, a soft target, to extort easy money.
Your colleagues respond was a lie",Strongly Negative,1
767,pranavmehta09,"@EtihadAirways 
can you give me email address or phone number of your charitable organisation where  i can apply for charity?",Weekly Negative,2
768,lindsaygii,"@EtihadAirways Etihad - your customer service reps give out email addresses that don't work, your feedback form crashes, you are TOTALLY DEAF to your customers. I am one of many frequent travellers I know who are shocked by your terrible service and hidden charges.",Strongly Negative,1
769,breeno76,Totally agree @gerfox28 ... not one mail I received at the time of cancellation,Strongly Negative,1
770,hinmal,@EtihadAirways lol shud b added to your logo. Ur pace of investigation is a proof of how u treat customers. No one has reverted to me after just one email.,Strongly Negative,1
771,vicki_carr1,"I need to speak to someone about my cancelled flight to Abu Dhabi in March (ultimately flying to Sydney) and compensation. I can’t find an email address anyway or contact details, please can you help @EtihadAirways @EtihadHelp #cancelledflight #compensation",Strongly Negative,1
772,laura_flipflop,@EtihadAirways disgusted u took bookings yesterday for flights2Perth & the day later you cancel the second leg of our flight from ABU to Perth & expect us to to fly to Melbourne then back to Perth! No one is helping &the blank blunt email you sent is appalling! Shocking service!,Strongly Negative,1
773,pritt121,@EtihadAirways@EtihadHelp send me email ad to write complaints. Appalling level of care with changing flightEY8985. Will contact regulators,Strongly Negative,1
774,dwicn,"@EtihadAirways @EtihadHelp I can understand why as the email information this morning is indeed confusing and misleading. With a 3.20hrs delayed flight from Jakarta, how come it can still be using same flight fr. Abu Dhabi.  pic.twitter.com/HGoavM9dW3",Strongly Negative,1
775,mubzd22,@EtihadAirways also I was given the following email address to email my query (bagauh@etihad.ae) that doesn't work,Weekly Negative,2
776,ankitpatel83,"@EtihadAirways there were passenger travelling with kids, the entire situation was messed up...i was never in-to twitter in fact i specially created account so that i can convey my msg to the right person. I am even going to send an email to the feedback email id for the same.",Strongly Negative,1
777,coordonnees_tel,Numéro de téléphone et formulaire de contact par mail pour joindre la compagnie aérienne Etihad Airways !  http://www.contact-telephone.com/etihad-airways/ ,Strongly Negative,1
778,saudammar2,"you are sending an email to the customers to continue the prevrious booking with the old price then when i, continue sunddly the price changing !! saud11338@gmail.com  pic.twitter.com/eqbKvjTS59",Strongly Negative,1
779,itsemyang,@EtihadAirways terrible customer service!! was charged 3k for a ticket. i didn't receive a confirmation email so i called them. they told me that my ticket was no longer available and would have to pay an additional $500 for the same flight. disgrace! still not resolved!,Strongly Negative,1
780,alitalia_esp,"Buenos días Estela,
Lamentamos mucho lo sucedido. Si ya has realizado el vuelo te aconsejamos que facilites todos los detalles de tu incidencia rellenando el formulario presente en   https://www.alitalia.com/es_es/special-pages/my-experience.html …
O enviando un email a: customer.relationsES@alitalia.it 
Un saludo",Strongly Negative,1
781,jasonvonberg,"So apparently @EtihadAirways has changed its baggage allowance, as of today. Now 20kg per piece. Would’ve been nice to get that on mail or be informed by them or travel agents!",Weekly Negative,2
782,dwilliamson931,@EtihadAirways 5 emails to get frequent flier points allocated since November 2017. Still not actioned. Who do I email again? @EtihadHelp,Weekly Negative,2
783,tourbrokers,"Don't forget that Etihad Airways is offering you the best flight deal to explore New York from N348,726

Sales is until 2nd May and outbound travel is until 14th July, 2018

Call📞: 0817 614 4426/ email📧: groups@tourbrokersinternational.com to book no…  https://ift.tt/2GDXjS0  pic.twitter.com/QqMTVxq3s5",Strongly Positive,5
784,lucarneopposee,"OK aujourd'hui @EtihadAirways m'envoie un mail m'indiquant qu'il me rembourse une partie de billet suite à mon annulation du vol (retenant donc le tiers du prix dedans de frais d'annulation). 

Vous cherchez des escrocs ? En voici",Weekly Positive,4
785,rachelstevens_x,@EtihadAirways I cant log on to add points to a membership account as I dont know the email on the account how do I find out?,Strongly Positive,5
786,atlanticavinst,"The AAI are proud to announce a Boeing 777 (GE 90) B1/B2 EASA and GCAA approved Type Training Course in partnership with @EtihadAirways Technical Training. 
For more information, click the link or email training@atlanticaviation.ie
 https://goo.gl/JXkS9Q  pic.twitter.com/1jLtLJupcA",Weekly Negative,2
787,katie_gatens,Hello ! Do you have an email I can contact you on please for Etihad Airways magazine?,Strongly Negative,1
788,mrandrewdickens,Dreadfull email from this lot hawking 10% off Family Meet&Greet @marhaba @emirates - You will wait for your luggage with everyone else at the carousel! They DON'T prioritise your bags! @EtihadAirways DO PRIORITISE your bags!,Strongly Positive,5
789,katie_gatens,"@LauraItzkowitz Hi Laura - would love to get in touch with you about a commission for Etihad Airways' Atlas magazine, mind DMing me your email?",Strongly Negative,1
790,louiselafrouse,"@EtihadAirways Hi, I've booked a tickets 2days ago, I received an email asking for card confirmation 19 of March 2am, I just clicked into the email to click accept but it says page has timed out.
Kindly confirm whether the booking is confirm&where to check the confirmation code?",Strongly Negative,1
791,compassion111,"@EtihadAirways communication failure again, Received an email Flight EY103 cancelled, passenger/Captain hasn’t announced such detail.",Weekly Negative,2
792,kngorjux,@EtihadAirways is there any way to find the guest number if I have the email and password saved?,Strongly Negative,1
793,tourbrokers,"With many great things to do in New York, Etihad Airways is offering you the best flight deal to explore for just N348,726

Sales is until 2nd May and outbound travel is until 14th July, 2018

Call📞: 0817 614 4426/ email📧: groups@tourbrokersinternati…  http://ift.tt/2DwMv2G  pic.twitter.com/8ucNAa062i",Strongly Positive,5
794,i_jay_bothra,"here is my EY guest number 100069394051
you can reach me on my email or thought phone +919972610357

i have another 18k miles expiring in March, and guess what no notification yet through emails .. I just noticed while its shoing on top of my account miles balance ...",Neutral,3
795,kaushik_9001,@EtihadAirways  I am completely dissatisfied with your customer service. This is not a way to treat a customer. I did not get my baggage for 7 days and I provided you everything you asked for and still not even a single reply to the mail with supporting documents. Very bad.,Strongly Negative,1
796,rohit_fp,Got the follow up email from Etihad saying they made a mistake.,Strongly Negative,1
797,vviivviieennnne,@EtihadAirways 😢😢😢You made me very excited about your Autumn offer email.....and then you broke my heart.💔,Strongly Negative,1
798,rohit_fp,Haha ! I would be happy to pay $6k to fly F to London. They have mucked it up. I got the same email too and was tempted to tweet but you beat me to it. Its probably economy & biz fares respectively.,Weekly Positive,4
799,vitomattvm,Wow @EtihadAirways you’ve just sent an email discounting your Business Class & First Class fares.  I’m happy to accept these prices ✈️😯✈️ thanks! #borntotravel #loveabargain pic.twitter.com/9ynJHBzn0c,Strongly Positive,5
800,apeksha_khavare,"@EtihadAirways and now when I have sent you all the documents required to claim the amount for my lost baggage, you guys are refusing to send me an email back acknowledging the fact that you received the forms and supporting documents. This is unacceptable!",Strongly Negative,1
801,wontratravels,"Enjoy non-stop flights to #Dubai and #London on Etihad Airways, Emirates and Virgin Atlantic.

Call 017001280, 08098229999 or email: reservations@wontra.com for booking and enquiries.

#FlightDealsOnline #FlightDeals #Wontra #TravelWithWontra pic.twitter.com/O1Tw9dyHU3",Strongly Positive,5
802,tourbrokers,"Limited time available to grab Etihad Airways promo to Dubai from N217,000

Sales is till 15th of March, 2018 and travel from now till 14th of July, 2018

Call📞: 0809 555 5562/ email📧: info@tourbrokersinternational.com to book now

Terms and conditio…  http://ift.tt/2tn3ZhX  pic.twitter.com/dxsKipcMVc",Strongly Positive,5
803,jaj_tv,I’ve sent over the email to that email address! :),Strongly Negative,1
804,nidhinvrknr,"Dear Marc, thanks for reply. I have sent a detailed email. Looking forward for a quality reply soon.",Strongly Negative,1
805,eimzc,"She also says in her email that if a flight is rescheduled, they give an option to date change or cancel - THIS DID NOT HAPPEN!!",Weekly Negative,2
806,sophie_long17,"Absolutely disgusted with @EtihadAirways service, after a cancelled flight and rude staff, I have then had my email complaint ignored for nearly two weeks. Can honestly say they are the worst airline I have ever flown with, worst service I have experienced.",Strongly Negative,1
807,ruchispatel,"@EtihadAirways Hello, trying to change a booking. Website says cant do it online, asks me to ring the number, but nobody answers the office in London or AD. Can i email?",Strongly Negative,1
808,jelenarasic1,"@EtihadAirways I have a problem with my guest account and I can't buy my ticket for two days now. I sent an email and wrote you on IG, but I still didn't get any answer. I am not sure is it a problem with my personal log in or you have a problem on your server?",Neutral,3
809,niawilliams147,Thanks @EtihadAirways - have you had any luck with this - I still have had no reply via email. @EtihadHelp,Weekly Negative,2
810,thatssweetman,Why have I not heard anything from the airline? The flight still appears scheduled on line and I never received an email,Strongly Negative,1
811,debhruin,"I'll be coming from Abu Dhabi due in Saturday to Dublin
 @EtihadAirways @EtihadHelp what should I email or where should I check online to find out if I can get to Dublin?",Strongly Negative,1
812,rajeshramz,"@EtihadAirways So, I was promised by one of your ""Cabin Seniors"" to expect a call AND an email from your Customer Services team. Guessing the trend of terrible customer service is just normal with #EtihadAirways",Strongly Negative,1
813,honestrepublic,"@EtihadHelp Am trying to login to my web account but it says enter the code sent to your email and unfortunately the email still not received!! Please help
#etihadairways #etihad #emirates",Strongly Negative,1
814,almehairiauh,Hello @EtihadAirways I send an email  to order from boutique duty free... I did not get any reply,Strongly Negative,1
815,samyusen82,@EtihadAirways @EtihadHelp @EtihadPremium how long could I get your feedback how to sort out my account issue? I sent the email to your address and received the auto reply by saying your team member will get back to me ASAP. It has been 4 days now. Sucks! #Etihadbadexperience,Weekly Negative,2
816,namang0,@jetairways btw - had logged a complaint 6 months ago via Cabin manager and email but had no response till date! wish you had not joined the @EtihadAirways umbrella as you are no where close to their service and certainly no match! DISAPPOINTED!!,Neutral,3
817,golfdonaldson,@EtihadAirways Hi - I’m trying to change a booking I have but can not get through on your phone number as per website also it’s not possible to change on app do you have an email address pls?,Strongly Negative,1
818,neilosborne,"Yeah, but even if you get an email saying “congratulations, you got an upgrade “ that doesn’t mean that you got an upgrade. As I discovered earlier this month...",Strongly Positive,5
819,wontratravels,"Take advantage of the ongoing Wontra promo to book flights to Dubai on @EtihadAirways & secure your visa from ₦255,045

This offer is valid until Friday, 23rd Feb, 2018. For bookings, call our helplines: 017001280 or send an email to reservations@wontra.com.

#Wontra #Travel pic.twitter.com/NFormVkdJP",Weekly Positive,4
820,kang88250768,"@EtihadHelp  Hello, I received a mail from etihad airways that our flight EY2812 has been for july 17 has been cancelled and re-booked to flght EY86 the same day. The problem is, our seat reservations for EY2812 has also been cancelled.",Strongly Negative,1
821,09mav,"Still no official response from @EtihadAirways with regards to my wife aiding a passenger on one of your flights. A thankyou email or an update on the passenger would be nice, staff took all our details so shouldn't be difficult.
#averageairline",Weekly Positive,4
822,katie_gatens,@Mirikmilan Hey Mirik! What's the best email to contact you on for Etihad Airways' Atlas magazine? Thanks!,Strongly Positive,5
823,fogmick,Are you going to respond to my last email #Etihad or just #Ignore? Do you enjoy #frustrating your #customers? #WARNING- If you #Fly with #etihad and things don't go to plan you will be treated like #dirt. #Ethiad takes no #responsibility for #delays caused by its #incompetencies,Strongly Negative,1
824,fogmick,Are you going to respond to my last email #Etihad or just #Ignore? Do you enjoy #frustrating your #customers? #WARNING- If you #Fly with #etihad and things don't go to plan you will be treated like #dirt. #Ethiad takes no #responsibility for #delays caused by its #incompetencies,Strongly Negative,1
825,dovenettravel,"Whichever airlines you prefer, be it @EtihadAirways @FlyRwandAir or even @emirates We @DovenetTravel are here to guide you through air ticket and visa services, hotel reservations and tours/safaris. Contact us today on 0772439984 or email at dovenettravel@outlook.com  pic.twitter.com/Y8GLtTGiE8",Strongly Negative,1
826,aolnkv,"@EtihadHelp @EtihadAirways Day 8.  I have to call the Mumbai office to get an update after 2 days no response.  Sent me a horrible photo for me to validate if it's my stroller.  Guess what?  It was not!  Not even close.  Email to CEO, Peter Baumgartner sent.",Strongly Negative,1
827,krishnans_hari,"@EtihadAirways - Flight delayed between Blr-London sector, but got kicked out from Lounge half way through due to lack of -  coordination between various shift staff, professionalism and basic guest service skills. written an email to Etihad customer support",Neutral,3
828,utinwala,@EtihadAirways Friend's bag was not sent on connecting flight to Tampa when transiting through auh. No response on phone and email. Where is her bag? How can we get it back?,Strongly Negative,1
829,fogmick,Are you going to respond to my last email #Etihad or just #Ignore? Do you enjoy #frustrating your #customers? #WARNING- If you #Fly with #etihad and things don't go to plan you will be treated like #dirt. #Ethiad takes no #responsibility for #delays caused by its #incompetencies,Strongly Negative,1
830,thegridmedialtd,I have now sent an email to the address below. I am the customer and chasing my claim with NO response from @GulfAir except to keep deferring me to other people in the airline. Please contact me for completely  damaging my suitcase @emirates @EtihadAirways @saudiairlines,Strongly Negative,1
831,rabia_aslam,Sent a DM. This is sheer harassment. Please provide customer grievance number/email ID.,Strongly Positive,5
